16	0.1549123060641397	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.1549123060641397	16	0.8643416282852148	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.8643416282852148	16	0.9441747018454416	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.9441747018454416	16	0.1115986147267069	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.1115986147267069	16	0.6106230688473427	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.6106230688473427	16	0.9511520786473837	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0.9511520786473837	16	0.1613923972090313	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0.1613923972090313	16	0.1559926856027439	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.1559926856027439	16	0.7230916052704238	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0.7230916052704238	16	0.2721691691149515	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0.2721691691149515	16	0.8582119002083577	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.8582119002083577	16	0.9475261230946463	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.9475261230946463	16	0.07204503784428067	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0.07204503784428067	16	0.7706232487885101	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.7706232487885101	16	0.904141034880342
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.904141034880342	16
