0	0	0	200
3.86075	2.07753	3.6324	1.59688
4.14659	1.29021	1.84089	1.53646
1.6111	2.71588	2.40959	1.25774
1.95914	2.5536	4.30892	1.83239
3.04285	3.36919	1.06641	1.21394
0.565202	1.47155	1.04893	1.60835
1.12672	2.10378	1.01916	0.217618
4.4957	1.37303	2.55173	1.67822
2.95056	1.68413	3.05021	1.04857
2.47433	4.3911	1.67007	1.54272
2.60698	3.57966	2.10091	1.78306
1.63326	1.90983	3.7309	1.83805
0.779021	4.29731	2.60398	0.172112
1.26886	3.15291	4.06093	0.697786
0.756685	0.580092	2.33081	0.126192
1.45312	4.38254	4.10883	1.70184
1.56666	2.65904	2.00083	1.5205
2.55014	3.1709	2.62643	0.0785607
2.25055	4.22734	4.22324	1.4419
1.63717	3.45414	3.05992	0.708097
3.25145	1.1639	2.26042	1.76015
3.8168	1.82135	1.41587	1.78674
1.90144	3.24668	4.32587	1.17728
3.12922	3.93471	2.25824	1.84794
2.09375	3.75907	3.23687	1.82194
2.42996	1.3633	4.30101	1.84026
1.09064	4.02425	3.06432	0.863907
2.97839	1.62424	3.64401	0.614916
2.28813	1.40443	1.25013	0.552469
2.72578	2.16601	1.17843	1.81361
0.912685	1.0043	2.48178	1.52095
4.43901	4.24002	3.23778	0.766377
3.49908	1.97465	1.67664	0.464523
2.83795	1.47765	1.10956	1.4643
1.0019	3.67388	1.15641	1.49014
0.798119	4.30042	0.710117	1.04313
1.20484	1.46025	3.69119	1.46531
3.12625	4.36962	3.05783	1.51947
0.873922	1.03961	2.58084	0.156464
0.779626	1.31862	2.34568	1.63935
2.79327	3.52232	0.707755	0.315614
4.49997	1.31731	4.05982	0.250937
4.4912	0.71623	3.98216	0.144658
0.516646	4.19228	2.87557	0.360745
1.15253	2.06676	4.15211	1.63939
1.93638	2.70994	2.81772	0.905152
3.24955	0.89856	2.62323	1.51459
1.71718	4.46891	2.80788	1.75523
3.49124	3.01564	0.641684	1.49561
3.83295	4.20151	3.99309	1.66208
4.41774	3.47524	4.11347	1.96719
3.16752	2.48903	1.15587	1.66002
4.05579	0.807979	3.09883	0.496088
3.01792	1.41655	3.30248	0.633734
1.81511	1.42571	0.796644	1.26614
1.39463	3.10453	2.54274	1.94293
1.62017	2.68443	3.37707	0.226561
2.38593	2.87016	4.27727	0.901835
1.8454	3.89074	2.23805	0.00646292
1.87977	2.89393	3.83297	0.467783
3.2019	2.4318	2.42774	0.609911
3.34835	1.23022	2.98729	0.0817286
2.15593	3.28394	3.19575	1.27528
1.88846	1.23849	2.93642	1.25432
3.42292	1.8135	3.46175	0.404426
4.18366	3.23903	3.11252	0.514531
2.62976	0.850574	1.54199	1.75477
3.2445	0.874961	0.945103	0.723202
2.80676	2.87285	3.16623	0.577556
3.60307	1.65352	1.81857	0.379502
4.43745	0.514314	3.80956	0.662958
1.2528	2.24599	4.33455	1.83786
3.55949	3.2963	0.984573	1.37157
2.03533	3.59709	4.27221	1.83255
3.94767	1.31419	3.67463	1.09608
1.68915	4.11973	4.13857	1.74796
2.49258	2.8048	1.15103	0.547822
3.95832	2.4696	2.35465	1.69788
2.48391	1.66421	1.22168	1.36836
3.4102	1.05623	2.91244	0.984843
3.85253	3.39701	1.21283	0.443931
2.4941	0.985035	1.05295	0.720885
1.79923	4.22758	4.13394	1.24419
3.84731	3.77251	2.4843	0.669943
2.07731	3.13532	2.93553	0.517812
1.10492	0.79018	0.931393	1.29441
1.95439	1.65308	1.82554	0.182297
2.20931	4.23798	2.83428	0.530923
3.13499	3.54711	2.44971	0.314544
4.03215	3.00266	2.57086	0.415687
2.73024	2.2048	3.81976	0.788777
1.47731	1.80405	3.41744	1.27731
4.43938	1.85297	4.09024	0.272149
2.14315	0.521634	3.63313	1.54877
1.67471	0.958671	3.96214	1.44201
0.69665	2.29642	4.44587	1.41582
1.34353	2.39558	3.96072	0.187839
0.898237	2.03158	1.70705	1.31424
3.73638	1.02681	0.706033	0.106845
2.33086	3.62347	3.26831	0.88512
0.976445	2.85855	2.81454	1.0598
2.88018	1.94767	1.71714	1.77745
2.40634	1.17928	2.93892	1.05149
2.9757	2.88478	1.43462	1.65962
0.780361	0.89535	4.19491	0.339299
2.42693	1.40196	3.80708	0.581657
1.92877	4.01311	1.877	1.62982
3.13658	0.64531	1.52988	1.55651
3.00386	3.84441	1.73263	0.442019
1.29208	2.94977	0.938931	1.34921
3.62905	3.37785	1.30141	0.802375
1.76263	2.23603	1.42398	0.771496
2.63138	1.1189	2.72159	0.0291587
2.02086	2.02867	1.72163	1.47482
1.54178	3.09864	2.70927	1.83918
3.24395	3.73914	3.29139	0.623901
3.08356	0.524019	2.63184	1.68782
2.97379	3.07077	2.57406	0.801418
1.94862	3.37547	3.70759	1.35562
1.1115	0.631571	0.754242	1.37144
1.25047	2.97583	3.3012	1.13566
0.504502	0.522837	1.72096	0.523141
3.12147	3.93022	1.22464	0.682709
3.16936	4.01604	3.11322	0.626459
4.04006	1.24506	1.12856	1.00692
3.81583	3.20262	4.11668	0.382223
2.07809	3.32427	3.9757	1.09479
3.45584	4.22994	1.43248	1.85315
2.70577	4.23368	2.47763	1.10514
4.25652	3.69858	3.75655	1.18899
3.1288	4.4812	4.24341	0.649083
3.99724	2.85663	3.05108	1.51865
3.60169	3.67964	1.55114	1.20876
2.38226	1.16782	3.68196	1.73017
3.99209	3.15766	2.14993	1.22396
2.8876	3.08241	2.65423	0.296684
2.81609	0.631854	3.30364	1.0363
3.83044	2.5602	0.950592	0.97962
2.5414	0.693999	3.75741	0.769317
3.05063	2.30849	1.07593	0.826156
1.48813	2.12707	0.569826	1.43519
2.79488	3.75179	2.83073	0.893485
2.40945	4.48066	0.734893	0.148521
3.06307	2.88912	1.39041	0.439576
3.02097	4.19405	3.45175	0.925704
2.25425	3.90235	4.31065	1.89782
4.09634	3.56805	1.83428	1.07349
1.37654	2.4102	4.29928	0.932337
4.03727	4.36911	1.23506	0.916078
3.6209	3.56579	4.11913	0.515171
3.54645	4.35402	1.82738	0.804758
2.74314	2.71779	2.98867	0.382055
2.41184	1.94042	3.11552	1.83305
1.34277	2.92617	3.96173	0.219555
1.99422	1.29601	3.08608	1.18538
3.20622	2.88536	0.735442	1.12174
2.75447	1.4705	0.575643	0.687683
0.536294	4.19477	2.90571	1.54137
4.04879	4.23309	1.19226	0.895963
2.45088	3.68093	3.05604	1.93136
1.12135	1.67156	4.02882	0.732056
4.09772	3.49055	2.40322	0.545974
4.28656	0.989303	3.96272	1.24639
3.37467	4.19816	1.23626	0.564568
1.16866	1.31191	3.0045	0.352478
1.00668	1.41021	4.2877	0.0277325
1.1433	0.979957	2.34739	1.29709
4.16088	0.903428	2.95691	0.141114
2.07498	2.48572	2.24634	0.586355
1.47627	4.14956	2.76466	0.381418
0.638865	2.22737	3.75561	1.50677
1.92553	4.49188	0.642666	1.0471
1.30379	3.14717	3.29915	0.655232
4.05737	3.08685	1.86593	0.100336
3.5668	3.71332	3.29485	1.36384
4.11675	1.75176	3.50991	0.595866
3.73748	1.25625	2.86444	0.106879
0.905817	1.1291	1.47659	0.272341
2.85647	0.732209	4.05821	1.891
0.724089	4.20088	2.3762	0.513938
2.84804	1.17535	2.83834	0.952709
3.7622	4.20427	2.60609	1.1645
3.41759	1.40094	1.55669	1.26717
2.6527	0.566602	4.22607	0.695092
1.32286	2.59051	2.10394	0.614337
3.21961	3.08054	2.27336	0.538045
3.31275	1.83157	1.3581	1.51842
1.53245	3.2343	0.56471	1.69025
3.90964	2.90305	1.78591	1.33592
2.60732	3.892	1.50084	0.512456
0.792943	2.55753	4.05925	1.22282
2.62413	3.78532	4.33583	1.47349
1.87584	1.93977	0.675661	0.0477264
0.520305	2.44902	1.67154	1.41652
3.78058	2.52964	2.36988	0.156516
1.26393	2.43459	4.19352	0.0867894
0.837644	1.47943	3.34542	1.22248
0.871434	4.34626	3.96988	0.332188
2.40379	3.52913	3.61002	0.0139602
2.81445	3.44585	3.47491	1.84514
0.885616	3.65057	4.28574	0.202961
1.59959	1.45728	3.73897	0.190086
3.48692	1.60885	1.1932	1.87543
3.54345	0.886726	4.42443	1.69055
1.86616	3.26985	2.32606	0.868796
3.11611	1.79593	2.90197	0.259952
0.82506	2.01199	1.04782	1.31976
0.957836	4.02273	2.8298	0.421726
3.1733	2.61554	1.74937	1.88644
3.57282	0.988345	0.653059	1.02987
2.0972	1.34626	2.3106	0.320324
1.73299	2.23503	0.52174	1.29957
1.00489	2.3478	0.836739	1.5605
3.64373	3.23871	4.14091	1.73439
0.750696	0.68873	2.6083	0.354266
4.21146	0.938098	2.05198	1.19238
3.05364	3.30136	2.65765	0.81323
3.7897	2.81071	4.1862	0.443452
3.65697	1.9968	2.02755	0.194981
3.73184	2.04929	3.48911	1.86836
3.89709	3.82585	3.35773	1.27041
2.56455	2.99863	2.50961	1.15763
3.18736	0.617905	3.52378	1.19941
1.056	1.07577	1.28359	1.55482
3.87713	3.44125	1.2361	1.33341
1.75196	0.922305	4.05373	0.204467
2.41911	1.58128	1.2989	0.575473
3.13057	4.288	1.38767	1.01383
3.61385	4.2454	1.06847	0.589203
2.74403	3.07808	3.99366	0.465696
3.19598	3.01744	3.83022	1.62599
3.5932	0.61381	2.86163	1.23516
3.55506	3.59773	1.63716	0.153507
4.02003	1.19089	1.21595	0.719572
2.27217	2.01484	3.09009	0.201371
1.80285	3.97776	2.9304	0.208348
3.72316	3.49888	2.0951	0.733593
2.07695	1.58876	2.89858	0.13647
4.10619	2.2288	4.02493	1.3497
2.34261	2.38656	1.66973	0.448831
1.48428	2.80688	1.70468	0.25216
3.49777	2.42062	2.44346	0.384972
3.93546	1.03355	1.67269	0.369155
0.511311	4.10309	1.65501	1.61723
3.10196	3.25011	1.20165	0.0894589
4.33887	3.60023	0.951857	1.72253
1.32903	4.47678	2.64446	1.33582
2.36334	3.81419	4.06929	1.42381
2.12107	1.27397	3.85194	0.309421
3.19459	1.79541	1.88879	1.06503
2.32896	3.06147	3.36837	0.920135
2.66456	0.523373	1.57474	0.383261
3.27348	2.27639	1.44544	1.30617
1.37662	1.8973	2.55741	0.852823
1.87408	0.701865	0.87728	1.61871
4.01605	4.44657	2.58504	0.56856
1.22055	1.93699	2.25596	1.70757
3.23239	3.64475	2.04519	0.280676
2.20622	0.913561	2.90162	1.93539
0.936934	3.97636	1.1373	1.60521
1.75275	2.08274	2.32276	1.06468
3.48003	4.38017	4.33501	0.177057
0.582033	0.712293	4.09153	1.79904
0.658868	2.17658	1.2352	0.439707
3.61356	2.99117	0.794551	0.922978
2.13591	2.33975	2.90731	1.67107
2.75331	1.30893	3.71291	1.34512
0.785288	4.3502	2.40066	0.769018
1.93294	4.22342	4.1674	0.206487
4.10359	4.00242	1.26709	1.84281
4.21471	0.85862	3.7837	1.93679
2.5352	0.518906	1.25299	0.574379
3.01007	1.54754	3.49471	0.0729918
3.38729	1.90202	3.98811	0.570298
2.71095	3.20102	4.33084	1.24812
3.05122	2.23149	0.534274	1.99208
1.95491	4.20168	0.897141	0.529248
3.7041	1.66423	1.24411	1.4594
2.02285	0.527817	3.29239	1.77902
